产品网址：http://en.tiandy.com/index.php?s=/Home/Product/detail/id/499.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|Speed Dome|Pro|5MP Video Structure AI Dual PTZ Camera，具有高达 2560×1440@25fps 的分辨率，全景和细节分别为 0.0008lux 和 0.003lux，支持 S+265/H.265/H.264/M-JPEG 编码，光学变焦全景为 4X，细节为 6X，内置 Micro SD 卡插槽，最大支持 512GB，支持智能监控，可捕捉面部图像，工作条件为-40℃～70℃（IR OFF）-40℃～40℃（IR ON），0～95%，AC24V±25%\DC24V±10%，IP66|

Camera,Unnamed: 1
Client,Easy7 Smart Client
Moblie Client,EasyLive Plus
Interface,
Communication Interface,2*RJ45 10M/100M/1000M self adaptive Ethernet port
Audio I/O,"1*Input Impedance 1kΩ,2.0~2.4Vp-p; 1*Output Impedance 600Ω"
Alarm I/O,"3,Switching; 2,Switching,Voltage≤DC24V,Current≤1A"
Reset Button,Yes
On-board storage,"Built-in Micro SD card slot, up to 512 GB"
RS-485,RS485
Electronic Compass,Yes
GPS/BDS,Yes
General,
Web Client Language,16 languages Simple Chinese/English/Traditional Chinese/Spanish/Italian/ Korean/Turkish/Russian/Thai/ Polish/French/Dutch/Hebraism/Vietnamese/Arabic/Farsi
Operating Temperature,-40℃～70℃(IR OFF) -40℃～40℃(IR ON)
Operating Humidity,0～95%
Storage Temperature,-40℃～70℃
Storage Humidity,0～95%(non-condensing)
Power Supply,AC24V±25%\DC24V±10%
Protection,Surge protection 4000V; Lightning proof 6000V; IP66
Material,Metal
Boundary Dimensions,φ191mmx344mm(V)x350mm(H)
Package Dimensions,600(L)*490(W)*290(H)mm
GrossWeight,11.05 kg
NetWeight,7.2kg


Date,Title,Type
2024-04-07,1D.20020.000255_TC-A35555 0A2.8-12mm9-54mm_en,pdf
