产品网址：http://en.tiandy.com/index.php?s=/Home/Product/detail/id/498.html#
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|全景 PTZ 摄像机|TC-H3169M|最高全景分辨率：5520×2400@25fps，细节分辨率：2560×1440@25fps；全景最低照度：0.0004lux，细节最低照度：0.001lux；支持全景：S+265/H.265/H.264/M-JPEG，细节：S+265/H.265/H.264/M-JPEG；内置 Micro SD 卡插槽，最大支持 512GB；支持全景：智能监控，细节：智能监控；支持全景：人/车分类，细节：人/车分类；工作温度：-40℃～70℃（IR 关闭），-40℃～40℃（IR 开启），0～95%；电源：DC36V±25%；防护等级：IP66|

Camera,Unnamed: 1
OSD,"5 regions(Each region can have a maximum of 127 characters,up to 5 lines); Panorama: 16*16/24*24/32*32/48*48/64*64/72*72/96*96/128*128/adaptable size Detail: 16*16/24*24/32*32/48*48/64*64/96*96/adaptable size; Vector/Lattice"
Defog,Yes
Flip,Panorama:Normal Detail:Normal/Inverted Flip
Regional Exposure,Panorama:N/A Detail:Yes
Regional Focus,Panorama:N/A Detail:Yes
Demist,Yes
Privacy Mask,Panorama:8 regions Detail:24 regions
Feature,
Alarm Trigger,"Panorama:Motion Detection Detail:Motion Detection; Panorama:N/A Detail:Mask Alarm; Disk Full; Disk R/W Error; Recording Exception; IP Address Conflict; MAC Address Conflict; FTP Server Exception ; Event Input,Event Output; Network cable disconnected"
Linkage Method,send email; trigger sound; trigger warmlight; trigger recording; trigger capture; notify surveillance center
Video Analytics,Panorama:Human/Vehicle Classification Detail:Human/Vehicle Classification; Panorama:Tripwire Detail:Tripwire; Panorama:Double Tripwire Detail:Double Tripwire; Panorama:Perimeter Detail:Perimeter; Panorama:N/A Detail:Object Abandon; Panorama:N/A Detail:Object Lost; Panorama:Heatmap Detail:N/A; Panorama:N/A Detail:Loitering; Panorama:N/A Detail:Running; Panorama:N/A Detail:Parking; Panorama:N/A Detail:People Counting; Panorama:N/A Detail:Crowed; Panorama:N/A Detail:Safety Helmet Detection; Panorama:N/A Detail:On Duty Detection; Panorama:N/A Detail:Video Abnormal; Panorama:N/A Detail:Audio Abnormal
Early Warning(EW),Early Warning(EW)
Auto-Tracking,Auto-Tracking
Face Mode,Panorama:N/A Detail:Capture facial images
Network,
ANR,ANR
Protocols,HTTP; HTTPS; TCP/IP; UDP; UPnP; ICMP; IGMP; SNMP v1; DHCP; DNS; DDNS; Easy DDNS; NTP; SMTP; TLS; SSL; 802.1x; QoS; IPv4; IPv6; PPPOE; Unicast; Multicast; ARP; RTP; SRTP; RTSP; FTP; SFTP; NAS; PING
System Compatibility,ONVIF Profile S/T/G/M; CGI; RTMP
Remote Connection,≤7
User/Host,Up to 32 users. 4 user levels
Client,Easy7 Smart Client
Interface,
Communication Interface,1*RJ45 10M/100M/1000M self adaptive Ethernet port
Audio I/O,"1*Input Impedance 1kΩ,2.0~2.4Vp-p; 1*Output Impedance 600Ω"
Alarm I/O,"8,Switching; 2,Switching,Voltage≤DC24V,Current≤1A"
Reset Button,Yes
On-board storage,"Built-in Micro SD card slot, up to 512 GB"
RS-485,RS485
Wiper,Yes
Electronic Compass,Yes
General,
Web Client Language,17 languages Simple Chinese/English/Traditional Chinese/Spanish/Italian/ Korean/Turkish/Russian/Thai/ Polish/French/Dutch/ Hebraism/Vietnamese/Arabic/German/Ukrainian
Operating Temperature,-40℃～70℃(IR OFF) -40℃～40℃(IR ON)
Operating Humidity,0～95%
Storage Temperature,-40℃～70℃
Storage Humidity,0～95%(non-condensing)
Power Supply,DC36V±25%
Protection,Surge protection 4000V; Lightning proof 6000V; IP66
Material,Metal
Boundary Dimensions,358mm(D)x568mm(H)
Package Dimensions,565(L)*485(W)*750(H)mm
GrossWeight,21.7kg
NetWeight,14.8kg


Date,Title,Type
2024-04-07,1D.20020.000640_TC-H3169M 63XLWPAAR_en,pdf
