company_name,title,product_url,Product Model,base_info,root_category_name,root_category_id,category_name,category_id,sub_category_name,sub_category_id,detail_category_name,detail_category_id
苏州星烁纳米科技有限公司,DC-DC 电源芯片,http://www.cxwic.com/?product/420,CX8831CX,是一颗集成多种快充协议的降压 SoC 芯片，采用 ESOP-8L 封装，芯片内部集成同步降压转换器，支持多种快充协议，为车载充电端口、各种快充适配器、智能排插等供电设备提供完整的解决方案。采用 COT 控制模式，内置电流采样电路和纹波补偿电路，内置双 N 型低阻抗功率开关管，输入工作电压最高到 36V，输出电压范围是 3.3V 到 21V，能提供最大 45W 的输出功率，能自适应输入电压，依据输入电压自动调节输出功率，输出具有 CV/CC 特性，带有线缆补偿功能，支持二次烧录，可实现在线升级。通过两颗芯片互联（CHIP-LINK），可以实现两个 USB-C 口单独高功率工作，同时工作时降到低功率输出。当其中一个 USB-C 口工作在 5V/200mA（1W）以内，另一个 USB-C 口可实现高功率输出。,DC|DC电源芯片,5344612207,CX8831CX,5322144404,无,0,无,0
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/297,CX8833,是一款应用极简，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器，输入耐压可达 30V，内置 50mΩ High-side PMOS 以及 30mΩ Low-side NMOS，可支持 3A 持续输出电流，输出电压可调，最大可支持 100%占空比，具备高性能的负载响应以及输入电压响应能力，同时精确的恒压和恒流控制环路实现极小的负载调整率和线性调整率，无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制，同时具备线缆压降补偿功能,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8833,356686135,无,0
苏州星烁纳米科技有限公司,降压型 DC-DC 转换器,http://www.cxwic.com/?product/326,CX8833B,输入耐压可达 30V，内置 60mΩ High-side PMOS 以及 40mΩ Low-side NMOS，可支持 3.0A 持续输出电流，具备高性能的负载响应以及输入电压响应能力，同时精确的恒压和恒流控制环路实现极小的负载调整率和线性，无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制，同时具备线缆压降补偿功能,DC|DC电源芯片,5344612207,CX8833B,710350989,无,0,无,0
苏州星烁纳米科技有限公司,DC-DC 电源芯片,http://www.cxwic.com/?product/348,CX8834,支持输入 DC 4.75V - 30V，输出 3-30V 可调，具有 100%占空的精确恒压以及恒流降压型 DC-DC 转换器，内置 70mΩ High-side PMOS 以及 30mΩ Low-side NMOS，可支持 2.4A 持续输出电流，具备高性能的负载响应以及输入电压响应能力，同时精确的恒压和恒流控制环路实现极小的负载调整率和线性调整率，无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制，同时具备线缆压降补偿功能，是一款应用极间，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器,DC|DC电源芯片,5344612207,CX8834,3638299990,无,0,无,0
苏州星烁纳米科技有限公司,DC-DC 电源芯片,http://www.cxwic.com/?product/349,CX8834B,支持输入 DC 5V-30V，输出固定 5V/2.4A，具有 100%占空的精确恒压以及恒流降压型 DC-DC 转换器，内置 70mΩ High-side PMOS 以及 30mΩ Low-side NMOS，可支持 2.8A 持续输出电流，具备高性能的负载响应以及输入电压响应能力，同时精确的恒压和恒流控制环路实现极小的负载调整率和线性，无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制，同时具备线缆压降补偿功能调整率，是一款应用极简，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器,DC|DC电源芯片,5344612207,CX8834B,6950928912,无,0,无,0
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/188,CX8835,是一款输入耐压可达 40V，能够实现精确恒压以及恒流的降压型 DC-DC 转换器，内置 50mΩ High-side PMOS 以及 30mΩ Low-side NMOS，可支持 3A 持续输出电流，输出电压可调，最大可支持 100%占空比，具备高性能的负载响应以及输入电压响应能力，同时精确的恒压和恒流控制环路实现极小的负载调整率和线性调整率，无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制，同时具备线缆压降补偿功能，是一款应用极间，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8835,3296473311,无,0
苏州星烁纳米科技有限公司,DC-DC 电源芯片,http://www.cxwic.com/?product/287,CX8838B,是一个同步的 4 开关降压-升压控制器，能够将输出电压调节在能在高于或低于输入电压的情况下调节输出电压，可在 3.6V 至 32V 的宽广输入电压范围内运行，在降压、升压和降压工作模式下采用恒定导通时间控制，开关频率可以设置为 150kHz、300kHz、600kHz 或 1200kHz，还具有可编程的软启动功能，并提供各种保护功能，包括逐个周期的电流限制、输入欠压锁定限制、输入欠压锁定(UVLO)、输出过压保护(OVP)、输入过压保护等，VADJ、IADJ 引脚用于编程输出 VBUS 电压和输出电流限制，提供电压控制环路、恒定电流环路、热调节环路、温度传感循环，温度感应，这使得 CX8838B 是 USB 供电应用的最佳选择,DC|DC电源芯片,5344612207,CX8838B,780272519,无,0,无,0
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/289,CX8843,是一款输入耐压可达 40V，能够实现精确恒压以及恒流的降压型 DC-DC 转换器，内置 50mΩ High-side PMOS 以及 30mΩ Low-side NMOS，可支持 3A 持续输出电流，输出电压可调，最大可支持 100%占空比，具备高性能的负载响应以及输入电压响应能力，同时精确的恒压和恒流控制环路实现极小的负载调整率和线性调整率，无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制，同时具备线缆压降补偿功能，是一款应用极间，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8843,6895506138,无,0
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/190,CX8852,是一款输入耐压 40V，能够实现精确恒压以及双路恒流的降压型 DC-DC 转换器，内置 20mΩ High-side N MOS 以及 20mΩ Low-side MMOS，可支持 4A 持续输出电流，输出电压可调，最大可支持 98%占空比，具备高性能的负载响应以及输入电压响应能力，同时精确的恒压和恒流控制环路实现极小的负载调整率和线性调整率，无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制，同时具备线缆压降补偿功能，是一款应用极简，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8852,3917337298,无,0
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/191,CX8853,是一款输入耐压 40V，能够实现精确恒压以及恒流的降压型 DC-DC 转换器，内置 20mΩ High-side N MOS 以及 20mΩ Low-side NMOS，可支持 4A 持续输出电流，输出电压可调，最大可支持 95%占空比，具备高性能的负载响应以及输入电压响应能力，同时精确的恒压和恒流控制环路实现极小的负载调整率和线性调整率，无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制，同时具备线缆压降补偿功能，是一款应用极简，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8853,1813940080,无,0
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/189,CX8855,是一款输入耐压可达 32V，能够实现精确恒压以及恒流的降压型 DC-DC 转换器，内置 30mΩ High-side PMOS 以及 20mΩ Low-side NMOS，可支持 3.4A 持续输出电流，输出电压可调，最大可支持 100%占空比，具备高性能的负载响应以及输入电压响应能力，同时精确的恒压和恒流控制环路实现极小的负载调整率和线性调整率，无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制，同时具备线缆压降补偿功能，是一款应用极间，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8855,8306063064,无,0
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/194,CX8871,是一款降压型 PWM 控制器，可驱动恒压精度±2%(VFB=1.0V)双路输出 8A（4A+4A）负载电流。设计允许 CX8871 在 4.75V-40V 宽输入电压范围内工作，通过 RT/EN 引脚逻辑电平拉低来实现外部关断功能，并进入待机模式，外部补偿使反馈控制环路具有良好的线压调整率和负载调整率，且外围设计灵活。CX8871 可以工作在 CC(恒流输出）或 CV（恒压输出）两种模式，过流保护（OCP）电流值可以通过外部电流检测电阻设置。是一款应用极简，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器，该芯片采用 MSOP10 封装。,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8871,4442499432,无,0
苏州星烁纳米科技有限公司,DC-DC 电源芯片,http://www.cxwic.com/?product/479,CX8901X,"是一款 120V 宽电压降压 DC-DC 电源芯片，外置 NMOS+1 肖特基、外围相当精简、采用 ESOP-8L 封装，具备使能开关控制、具备低待机功耗、高效率、低纹波、具备过温保护电路，输出短路保护，限流保护,逐周期电流检测等功能，非常适合宽电压输入降压使用。带使能控制，可大大节省外围器件，更加适合电池场合使用，多应用于 POE 交换机、园林工具、电动车控制器、BMS、仪表、LED 大灯、GPS 防盗器、蓝牙音箱、智能家居、LED 照明控制、安防、USB 口充电器。支持宽电压输入，10A 大电流外置 N MOS 管 DC-DC 降压方案推荐。",DC|DC电源芯片,5344612207,CX8901X,5553245247,无,0,无,0
苏州星烁纳米科技有限公司,升压DC/DC开关转换器,http://www.cxwic.com/?product/197,CX9428,具有600KHz的固定频率、高效率、宽输入范围的电流模式升压（BOOST）芯片，且具有高效率同步升压功能和可调限流功能。内部具有限流开关管驱动和一个同步整流开关管驱动的特点，以实现低功耗，高效率电源开关。用户可灵活地通过外部补偿建立动态环路，获得在所有条件下最优瞬态性能。还包括欠压锁存，过流保护和过温保护，以防止在输出过载时产生损害。,DC|DC电源芯片,5344612207,升压DC/DC开关转换器,9116661460,CX9428,8262321638,无,0
