产品网址：https://www.e-motionsupply.cn/pd.jsp?fromColId=114&id=1075
产品结构：root->Stepper2inone(AMP单轴伸步进电机+驱动器集成产品）-e-motionsupply.cn

|产品名称|产品型号|功能描述|
|Mistubishi 三菱|无|驱动器|
|主轴驱动器|无|驱动器|
|Glentek 格兰泰克|无|驱动器|
|数字伺服驱动器|无|驱动器|
|AMP 安普|无|驱动器|
|步进电机|无|电机|
|Moons 鸣志|无|电机|
|Oriental 东方|无|电机|
|Mycom 脉康|无|电机|
|Cyclone|无|电机|
|Faulhaber|无|电机|
|Empire Magnetics|无|电机|
|Sanyo Denki 三洋|无|电机|
|AMP 安普|无|电机|
|Phytron GmbH|无|电机|
|交流伺服电机|无|电机|
|220VAC|无|电机|
|380VAC|无|电机|
|120VAC|无|电机|
|240VAC|无|电机|
|Cyclone|无|电机|
|Sanyo Denki|无|电机|
|BECKHOFF|无|电机|
|AMP 安普|无|电机|
|直线电机|无|电机|
|Parker 帕克|无|电机|
|Etel|无|电机|
|Cyclone|无|电机|
|Faulhaber|无|电机|
|Tecnotion|无|电机|
|BECKHOFF 倍福|无|电机|
|ETEL|无|电机|
|压电电机|无|电机|
|Faulhaber|无|电机|
|直流有刷电机|无|电机|
|Glentek 格兰泰克|无|电机|
|Sanyo Denki 三洋|无|电机|
|Metalrota 马路达|无|电机|
|KOMOTEK|无|电机|
|AMC 爱默信|无|电机|
|Maxon|无|电机|
|Faulhaber|无|电机|
|液压马达和液压缸|无|电机|
|Parker 派克|无|电机|
|陶瓷电机|无|电机|
|Nanomotion|无|电机|
|力矩电机|无|电机|
|Parker 帕克|无|电机|
|Etel|无|电机|
|Thingap|无|电机|
|Cyclone|无|电机|
|Tecnotion|无|电机|
|ETEL|无|电机|
|多极伺服电机|无|电机|
|ECET 元茂兴|无|电机|
|直流无刷伺服电机|无|电机|
|低压（12/24/36/48/72/96VDC）|无|电机|
|Cyclone|无|电机|
|LS|无|电机|
|Maxon|无|电机|
|Faulhaber|无|电机|
|气动马达和气动缸|无|电机|
|Parker 派克|无|电机|
|BECKHOFF 倍福|无|电机|
|音圈电机|无|电机|
|BEI|无|电机|
|Moticont|无|电机|
|感应电机|无|电机|
|Parker 帕克|无|电机|
|Metalrota 马路达|无|电机|
|50w（低惯量导线型电机）伺服系统|无|交流伺服系统|
|50w（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|100w（低惯量导线型电机）伺服系统|无|交流伺服系统|
|100w（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|200w（低惯量导线型电机）伺服系统|无|交流伺服系统|
|200w（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|200w（高惯量导线型电机）伺服系统|无|交流伺服系统|
|400w（低惯量导线型电机）伺服系统|无|交流伺服系统|
|400w（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|750w（低惯量导线型电机）伺服系统|无|交流伺服系统|
|750w（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|750w（高惯量导线型电机）伺服系统|无|交流伺服系统|
|750w（高惯量连接器型电机）伺服系统|无|交流伺服系统|
|1kw（低惯量导线型电机）伺服系统|无|交流伺服系统|
|1kw（中惯量导线型电机）伺服系统|无|交流伺服系统|
|1kw（高惯量导线型电机）伺服系统|无|交流伺服系统|
|1.5kw（中惯量连接器型电机）伺服系统|无|交流伺服系统|
|1.5kw（高惯量连接器型电机）伺服系统|无|交流伺服系统|
|1kw（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|1kw（中惯量连接器型电机）伺服系统|无|交流伺服系统|
|1kw（高惯量连接器型电机）伺服系统|无|交流伺服系统|
|1kw（高惯量连接器型电机）伺服系统|无|交流伺服系统|
|1.5kw（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|1.5kw（高惯量导线型电机）伺服系统|无|交流伺服系统|
|2kw（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|2kw（中惯量连接器型电机）伺服系统|无|交流伺服系统|
|2kw（高惯量连接器型电机）伺服系统|无|交流伺服系统|
|3kw（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|3kw（中惯量连接器型电机）伺服系统|无|交流伺服系统|
|3kw（高惯量连接器型电机）伺服系统|无|交流伺服系统|
|4kw(中惯量连接器型电机) 伺服系统|无|交流伺服系统|
|4kw(高惯量连接器型电机) 伺服系统|无|交流伺服系统|
|4kw(低惯量连接器型电机) 伺服系统|无|交流伺服系统|
|5kw(中惯量连接器型电机) 伺服系统|无|交流伺服系统|
|5kw(高惯量连接器型电机) 伺服系统|无|交流伺服系统|
|5kw(低惯量连接器型电机) 伺服系统|无|交流伺服系统|
|7.5kw(中惯量连接器型电机) 伺服系统|无|交流伺服系统|
|400w（高惯量导线型电机）伺服系统|无|交流伺服系统|
|100w（高惯量导线型电机）伺服系统|无|交流伺服系统|
|LS|无|交流伺服系统|
|Sanyo Denki|无|交流伺服系统|
|Cyclone|无|交流伺服系统|
|Yaskawa|无|交流伺服系统|
|DELTA|无|交流伺服系统|
|100w 交流伺服系统|无|交流伺服系统|
|200w 交流伺服系统|无|交流伺服系统|
|400w 交流伺服系统|无|交流伺服系统|
|750w 交流伺服系统|无|交流伺服系统|
|1kw 交流伺服系统|无|交流伺服系统|
|1.5kw 交流伺服系统|无|交流伺服系统|
|2kw 交流伺服系统|无|交流伺服系统|
|3kw 交流伺服系统|无|交流伺服系统|
|4.5kw 交流伺服系统|无|交流伺服系统|
|5.5kw 交流伺服系统|无|交流伺服系统|
|7.5kw 交流伺服系统|无|交流伺服系统|
|11kw 交流伺服系统|无|交流伺服系统|
|15kw 交流伺服系统|无|交流伺服系统|
|M 系列交流伺服系统|无|交流伺服系统|
|500w 交流伺服系统|无|交流伺服系统|
|300w 交流伺服系统|无|交流伺服系统|
|600w 交流伺服系统|无|交流伺服系统|
|900w 交流伺服系统|无|交流伺服系统|
|850w 交流伺服系统|无|交流伺服系统|
|电子舵轮|无|电子轮|
|Metalrota 马路达|无|电子轮|
|电动泵|无|电子轮|
|Metalrota 马路达|无|电子轮|
|电子驱动轮|无|电子轮|
|Metalrota 马路达|无|电子轮|
|舵轮系统总成|无|电子轮|
|LUGE 卧式|无|电子轮|
|LUGE 立式|无|电子轮|
|电子差速轮总成|无|电子轮|
|Metalrota 马路达|无|电子轮|
|减速机|无|精密传动|
|Parker 派克|无|精密传动|
|Apex|无|精密传动|
|Thomson|无|精密传动|
|Cyclone 赛科龙|无|精密传动|
|Harmonic|无|精密传动|
|Moog|无|精密传动|
|Faulhaber|无|精密传动|
|Metalrota|无|精密传动|
|BECKHOFF 倍福|无|精密传动|
|AMP 安普|无|精密传动|
|FAMED|无|精密传动|
|联轴器|无|精密传动|
|Heidenhain 海德汉|无|精密传动|
|制动器|无|精密传动|
|研新|无|精密传动|
|三木|无|精密传动|
|离合器|无|精密传动|
|研新|无|精密传动|
|三木|无|精密传动|
|激光干涉仪|无|反馈元件|
|API|无|反馈元件|
|Renishaw 雷尼绍|无|反馈元件|
|直线光栅尺|无|反馈元件|
|Heidenhain 海德汉|无|反馈元件|
|RSF|无|反馈元件|
|Renishaw 雷尼绍|无|反馈元件|
|Mitutoyo|无|反馈元件|
|圆光栅尺|无|反馈元件|
|Heidenhain 海德汉|无|反馈元件|
|RSF|无|反馈元件|
|Renishaw 雷尼绍|无|反馈元件|
|旋转变压器|无|反馈元件|
|Moog|无|反馈元件|
|Tamagawa 多摩川|无|反馈元件|
|LTN|无|反馈元件|
|Phytron  GmbH|无|反馈元件|
|绝对式编码器|无|反馈元件|
|Heidwnhain 海德汉|无|反馈元件|
|Sick|无|反馈元件|
|Renishaw 雷尼绍|无|反馈元件|
|NUMERIK JENA|无|反馈元件|
|LEINE&LINDE|无|反馈元件|
|RSF|无|反馈元件|
|旋转编码器|无|反馈元件|
|Heidenhain 海德汉|无|反馈元件|
|Avago|无|反馈元件|
|USdigital|无|反馈元件|
|CUI|无|反馈元件|
|ams|无|反馈元件|
|Renishaw 雷尼绍|无|反馈元件|
|RENCO|无|反馈元件|
|NUMERIK JENA|无|反馈元件|
|直线磁栅尺|无|反馈元件|
|海德汉 Heidenhain|无|反馈元件|
|RSF|无|反馈元件|
|Renishaw 雷尼绍|无|反馈元件|
|测速机|无|反馈元件|
|Glentek 格兰泰克|无|反馈元件|
|拉线编码器|无|反馈元件|
|Sick|无|反馈元件|
|角度编码器|无|反馈元件|
|Heidenhain 海德汉|无|反馈元件|
|RSF|无|反馈元件|
|长度计|无|反馈元件|
|Heidenhain 海德汉|无|反馈元件|
|圆磁栅|无|反馈元件|
|Heidenhain 海德汉|无|反馈元件|
|RSF|无|反馈

点击此处进行询价 Click here for pricing.  点击此处进行询价 Click here for pricing.  收藏  分享  在线客服  客服1  客服2  Stepper 2 in one(AMP单轴伸步进电机+驱动器集成产品）  价格：  ￥  ****  收藏：  0  品牌：  美国AMP  型号：  STM17R-3NN  积分最多可抵消：  0.0  购买数量：  库存量：  0  已售罄  产品概述  型号说明  特性&图纸  资料下载  产品特点  ：  精密电流控制  抑制  共振  转矩脉动平滑  微步  NEMA 17  步进  加  方向或  CW  / CCW  脉冲控制方式  DIP  开关设置（无需软件）  型  号：  STM  17  R  -3  NN  电源电压：  12-48 VDC  电源电压类型：直流  控制模式：步进  加  方向或  CW  / CCW  脉冲  编码器反馈：  无  步进分辨率：  整  /  半  步，  微步  空载电流减少：  50%  或  90%  的运行电流，开关可选  设置方法：开关  /  电位器  数字输入：  3  数字输出：  1  电路保护：短路  /  过电压  /  欠电压  /  超温  状态指示灯：  1  红  /  绿  尺寸  ：  NEMA 17  保持转矩：  68  盎司  步进角：  1.8  °  转子转动惯量：  1.16e-03 oz-in-sec2  长度：  2.64  英寸  重量  ：  14.7  盎司  工作温度范围：  0  到  85  °  C  环境温度范围：  0  到  40  °  C  环境湿度：  90%  最大，不冷凝  绝缘等级：  B  类（  130  º  C  ）  轴的直径：  5  毫米（  0.197  英寸）  下载  Speed-Torque Curves:  STM17R_speed-torque.pdf  Manuals:  STM17R_Hardware_Manual 920-0054B-opt-.pdf  STM17R-QuickSetupGuide_920-0055.pdf  Datasheet:  http://s3.amazonaws.com/applied-motion-pdf/STM17R-3NN.pdf  Family Datasheet:  STM-Datasheet-925-0009.pdf  2D Drawing:  STM17R-3NN_WEB_RevB.pdf  3D Drawing:  STM17R-3NN_10-22-13.igs  Agency Approvals:  STM17_23_24_CE_DOC.pdf,Unnamed: 1,Unnamed: 2
,点击此处进行询价 Click here for pricing.,
,点击此处进行询价 Click here for pricing.,
收藏  分享  在线客服  客服1  客服2,Stepper 2 in one(AMP单轴伸步进电机+驱动器集成产品）  价格：  ￥  ****  收藏：  0  品牌：  美国AMP  型号：  STM17R-3NN  积分最多可抵消：  0.0  购买数量：  库存量：  0  已售罄,
,,
价格：,￥  ****,￥  ****
收藏：  0,收藏：  0,收藏：  0
品牌：,美国AMP,
型号：,STM17R-3NN,
积分最多可抵消：,0.0,
购买数量：  库存量：  0,购买数量：  库存量：  0,购买数量：  库存量：  0
,,
已售罄,已售罄,已售罄
,,
产品概述  型号说明  特性&图纸  资料下载  产品特点  ：  精密电流控制  抑制  共振  转矩脉动平滑  微步  NEMA 17  步进  加  方向或  CW  / CCW  脉冲控制方式  DIP  开关设置（无需软件）  型  号：  STM  17  R  -3  NN  电源电压：  12-48 VDC  电源电压类型：直流  控制模式：步进  加  方向或  CW  / CCW  脉冲  编码器反馈：  无  步进分辨率：  整  /  半  步，  微步  空载电流减少：  50%  或  90%  的运行电流，开关可选  设置方法：开关  /  电位器  数字输入：  3  数字输出：  1  电路保护：短路  /  过电压  /  欠电压  /  超温  状态指示灯：  1  红  /  绿  尺寸  ：  NEMA 17  保持转矩：  68  盎司  步进角：  1.8  °  转子转动惯量：  1.16e-03 oz-in-sec2  长度：  2.64  英寸  重量  ：  14.7  盎司  工作温度范围：  0  到  85  °  C  环境温度范围：  0  到  40  °  C  环境湿度：  90%  最大，不冷凝  绝缘等级：  B  类（  130  º  C  ）  轴的直径：  5  毫米（  0.197  英寸）  下载  Speed-Torque Curves:  STM17R_speed-torque.pdf  Manuals:  STM17R_Hardware_Manual 920-0054B-opt-.pdf  STM17R-QuickSetupGuide_920-0055.pdf  Datasheet:  http://s3.amazonaws.com/applied-motion-pdf/STM17R-3NN.pdf  Family Datasheet:  STM-Datasheet-925-0009.pdf  2D Drawing:  STM17R-3NN_WEB_RevB.pdf  3D Drawing:  STM17R-3NN_10-22-13.igs  Agency Approvals:  STM17_23_24_CE_DOC.pdf,,








收藏  分享  在线客服  客服1  客服2,Stepper 2 in one(AMP单轴伸步进电机+驱动器集成产品）  价格：  ￥  ****  收藏：  0  品牌：  美国AMP  型号：  STM17R-3NN  积分最多可抵消：  0.0  购买数量：  库存量：  0  已售罄,Unnamed: 2
,,
价格：,￥  ****,￥  ****
收藏：  0,收藏：  0,收藏：  0
品牌：,美国AMP,
型号：,STM17R-3NN,
积分最多可抵消：,0.0,
购买数量：  库存量：  0,购买数量：  库存量：  0,购买数量：  库存量：  0
,,
已售罄,已售罄,已售罄
,,


价格：,￥  ****,￥  ****.1
收藏：  0,收藏：  0,收藏：  0
品牌：,美国AMP,
型号：,STM17R-3NN,
积分最多可抵消：,0.0,
购买数量：  库存量：  0,购买数量：  库存量：  0,购买数量：  库存量：  0
,,
已售罄,已售罄,已售罄



