产品网址：https://www.e-motionsupply.cn/index.jsp
产品结构：root->e-motionsupply.cn

|产品名称|产品型号|功能描述|
|AMP 安普|无|驱动器|
|步进电机|无|电机|
|Moons 鸣志|无|电机|
|Oriental 东方|无|电机|
|Mycom 脉康|无|电机|
|Cyclone|无|电机|
|Faulhaber|无|电机|
|Empire Magnetics|无|电机|
|Sanyo Denki 三洋|无|电机|
|AMP 安普|无|电机|
|Phytron GmbH|无|电机|
|交流伺服电机|无|电机|
|220VAC|无|电机|
|380VAC|无|电机|
|120VAC|无|电机|
|240VAC|无|电机|
|Cyclone|无|电机|
|Sanyo Denki|无|电机|
|BECKHOFF|无|电机|
|AMP 安普|无|电机|
|直线电机|无|电机|
|Parker 帕克|无|电机|
|Etel|无|电机|
|Cyclone|无|电机|
|Faulhaber|无|电机|
|Tecnotion|无|电机|
|BECKHOFF 倍福|无|电机|
|ETEL|无|电机|
|压电电机|无|电机|
|Faulhaber|无|电机|
|直流有刷电机|无|电机|
|Glentek 格兰泰克|无|电机|
|Sanyo Denki 三洋|无|电机|
|Metalrota 马路达|无|电机|
|KOMOTEK|无|电机|
|AMC 爱默信|无|电机|
|Maxon|无|电机|
|Faulhaber|无|电机|
|液压马达和液压缸|无|电机|
|Parker 派克|无|电机|
|陶瓷电机|无|电机|
|Nanomotion|无|电机|
|力矩电机|无|电机|
|Parker 帕克|无|电机|
|Etel|无|电机|
|Thingap|无|电机|
|Cyclone|无|电机|
|Tecnotion|无|电机|
|ETEL|无|电机|
|多极伺服电机|无|电机|
|ECET 元茂兴|无|电机|
|直流无刷伺服电机|无|电机|
|低压（12/24/36/48/72/96VDC）|无|电机|
|Cyclone|无|电机|
|LS|无|电机|
|Maxon|无|电机|
|Faulhaber|无|电机|
|气动马达和气动缸|无|电机|
|Parker 派克|无|电机|
|BECKHOFF 倍福|无|电机|
|音圈电机|无|电机|
|BEI|无|电机|
|Moticont|无|电机|
|感应电机|无|电机|
|Parker 帕克|无|电机|
|Metalrota 马路达|无|电机|
|50w（低惯量导线型电机）伺服系统|无|交流伺服系统|
|50w（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|100w（低惯量导线型电机）伺服系统|无|交流伺服系统|
|100w（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|200w（低惯量导线型电机）伺服系统|无|交流伺服系统|
|200w（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|200w（高惯量导线型电机）伺服系统|无|交流伺服系统|
|400w（低惯量导线型电机）伺服系统|无|交流伺服系统|
|400w（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|750w（低惯量导线型电机）伺服系统|无|交流伺服系统|
|750w（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|750w（高惯量导线型电机）伺服系统|无|交流伺服系统|
|750w（高惯量连接器型电机）伺服系统|无|交流伺服系统|
|1kw（低惯量导线型电机）伺服系统|无|交流伺服系统|
|1kw（中惯量导线型电机）伺服系统|无|交流伺服系统|
|1kw（高惯量导线型电机）伺服系统|无|交流伺服系统|
|1.5kw（中惯量连接器型电机）伺服系统|无|交流伺服系统|
|1.5kw（高惯量连接器型电机）伺服系统|无|交流伺服系统|
|1kw（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|1kw（中惯量连接器型电机）伺服系统|无|交流伺服系统|
|1kw（高惯量连接器型电机）伺服系统|无|交流伺服系统|
|1kw（高惯量连接器型电机）伺服系统|无|交流伺服系统|
|1.5kw（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|1.5kw（高惯量导线型电机）伺服系统|无|交流伺服系统|
|2kw（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|2kw（中惯量连接器型电机）伺服系统|无|交流伺服系统|
|2kw（高惯量连接器型电机）伺服系统|无|交流伺服系统|
|3kw（低惯量连接器型电机）伺服系统|无|交流伺服系统|
|3kw（中惯量连接器型电机）伺服系统|无|交流伺服系统|
|3kw（高惯量连接器型电机）伺服系统|无|交流伺服系统|
|4kw(中惯量连接器型电机) 伺服系统|无|交流伺服系统|
|4kw(高惯量连接器型电机) 伺服系统|无|交流伺服系统|
|4kw(低惯量连接器型电机) 伺服系统|无|交流伺服系统|
|5kw(中惯量连接器型电机) 伺服系统|无|交流伺服系统|
|5kw(高惯量连接器型电机) 伺服系统|无|交流伺服系统|
|5kw(低惯量连接器型电机) 伺服系统|无|交流伺服系统|
|7.5kw(中惯量连接器型电机) 伺服系统|无|交流伺服系统|
|400w（高惯量导线型电机）伺服系统|无|交流伺服系统|
|100w（高惯量导线型电机）伺服系统|无|交流伺服系统|
|LS|无|交流伺服系统|
|Sanyo Denki|无|交流伺服系统|
|Cyclone|无|交流伺服系统|
|Yaskawa|无|交流伺服系统|
|DELTA|无|交流伺服系统|
|100w 交流伺服系统|无|交流伺服系统|
|200w 交流伺服系统|无|交流伺服系统|
|400w 交流伺服系统|无|交流伺服系统|
|750w 交流伺服系统|无|交流伺服系统|
|1kw 交流伺服系统|无|交流伺服系统|
|1.5kw 交流伺服系统|无|交流伺服系统|
|2kw 交流伺服系统|无|交流伺服系统|
|3kw 交流伺服系统|无|交流伺服系统|
|4.5kw 交流伺服系统|无|交流伺服系统|
|5.5kw 交流伺服系统|无|交流伺服系统|
|7.5kw 交流伺服系统|无|交流伺服系统|
|11kw 交流伺服系统|无|交流伺服系统|
|15kw 交流伺服系统|无|交流伺服系统|
|M 系列交流伺服系统|无|交流伺服系统|
|500w 交流伺服系统|无|交流伺服系统|
|300w 交流伺服系统|无|交流伺服系统|
|600w 交流伺服系统|无|交流伺服系统|
|900w 交流伺服系统|无|交流伺服系统|
|850w 交流伺服系统|无|交流伺服系统|
|电子舵轮|无|电子轮|
|Metalrota 马路达|无|电子轮|
|电动泵|无|电子轮|
|Metalrota 马路达|无|电子轮|
|电子驱动轮|无|电子轮|
|Metalrota 马路达|无|电子轮|
|舵轮系统总成|无|电子轮|
|LUGE 卧式|无|电子轮|
|LUGE 立式|无|电子轮|
|电子差速轮总成|无|电子轮|
|Metalrota 马路达|无|电子轮|
|减速机|无|精密传动|
|Parker 派克|无|精密传动|
|Apex|无|精密传动|
|Thomson|无|精密传动|
|Cyclone 赛科龙|无|精密传动|
|Harmonic|无|精密传动|
|Moog|无|精密传动|
|Faulhaber|无|精密传动|
|Metalrota|无|精密传动|
|BECKHOFF 倍福|无|精密传动|
|AMP 安普|无|精密传动|
|FAMED|无|精密传动|
|联轴器|无|精密传动|
|Heidenhain 海德汉|无|精密传动|
|制动器|无|精密传动|
|研新|无|精密传动|
|三木|无|精密传动|
|离合器|无|精密传动|
|研新|无|精密传动|
|三木|无|精密传动|
|激光干涉仪|无|反馈元件|
|API|无|反馈元件|
|Renishaw 雷尼绍|无|反馈元件|
|直线光栅尺|无|反馈元件|
|Heidenhain 海德汉|无|反馈元件|
|RSF|无|反馈元件|
|Renishaw 雷尼绍|无|反馈元件|
|Mitutoyo|无|反馈元件|
|圆光栅尺|无|反馈元件|
|Heidenhain 海德汉|无|反馈元件|
|RSF|无|反馈元件|
|Renishaw 雷尼绍|无|反馈元件|
|旋转变压器|无|反馈元件|
|Moog|无|反馈元件|
|Tamagawa 多摩川|无|反馈元件|
|LTN|无|反馈元件|
|Phytron  GmbH|无|反馈元件|
|绝对式编码器|无|反馈元件|
|Heidwnhain 海德汉|无|反馈元件|
|Sick|无|反馈元件|
|Renishaw 雷尼绍|无|反馈元件|
|NUMERIK JENA|无|反馈元件|
|LEINE&LINDE|无|反馈元件|
|RSF|无|反馈元件|
|旋转编码器|无|反馈元件|
|Heidenhain 海德汉|无|反馈元件|
|Avago|无|反馈元件|
|USdigital|无|反馈元件|
|CUI|无|反馈元件|
|ams|无|反馈元件|
|Renishaw 雷尼绍|无|反馈元件|
|RENCO|无|反馈元件|
|NUMERIK JENA|无|反馈元件|
|直线磁栅尺|无|反馈元件|
|海德汉 Heidenhain|无|反馈元件|
|RSF|无|反馈元件|
|Renishaw 雷尼绍|无|反馈元件|
|测速机|无|反馈元件|
|Glentek 格兰泰克|无|反馈元件|
|拉线编码器|无|反馈元件|
|Sick|无|反馈元件|
|角度编码器|无|反馈元件|
|Heidenhain 海德汉|无|反馈元件|
|RSF|无|反馈元件|
|长度计|无|反馈元件|
|Heidenhain 海德汉|无|反馈元件|
|圆磁栅|无|反馈元件|
|Heidenhain 海德汉|无|反馈元件|
|RSF|无|反馈元件|
|Renishaw 雷尼绍|无|反馈元件|






























Unnamed: 0
""
Beijer: X2 marine 7 HMI
型号：  630002505
""
Beijer: X2 marine 7 HB HMI
型号：  marine 7 HB
""
Beijer: X2 marine 7 HB SC HMI
型号：  630008805
""
Beijer: X2 marine 7 SC HMI
型号：  630008605
""
Beijer: X2 marine 15 HMI
型号：  640003305
""
Beijer: X2 marine 15 HB HMI
型号：  640003505
""
Beijer: X2 marine 15 HB SC HMI
型号：  640009405
""
Beijer: X2 marine 15 SC HMI
型号：  640009005
""
Beijer: X2 pro 21 HMI
型号：  640009505
""
Beijer: X2 pro 15 HMI
型号：  640000305






























































Unnamed: 0
""
""
""
Parker：ACR9000 独立式多轴运动控制器
价格：  ****
型号：  ACR9000
""
Parker可编程通用运动控制器（PAC）
价格：  ****
型号：  #PAC320-MWN21-3A
""
AMC通用控制器
价格：  ****
型号：  MACC02
""
AMC IO扩展模块
价格：  ****
型号：  MACCIO1
""
AMC IO扩展模块
价格：  ****
型号：  MACCIO2
""
LS：XGB 主单元 (经济型) [韩国进口品] 系列 PLC
价格：  ****
型号：  XGB系列
""
LS：CPU模块 (XGI) 中大型高性能PLC
价格：  ****
型号：  XGT系列
""
LS：CPU模块系列 中端硬冗余PLC
价格：  ****
型号：  XGT系列
""
LS：位置控制模块 中大型高性能PLC
价格：  ****
型号：  XGT系列
""
LS：XGB主单元（紧凑模块型） [韩国进口品] 系列 PLC
价格：  ****
型号：  XGB系列




























































































Unnamed: 0
""
""
""
Moons:2相交流步进驱动器SRAC4
价格：  ****
型号：  SRAC4
""
Moons:2相直流步进驱动器SRAC2
价格：  ****
型号：  SRAC2
""
Moons:2相直流步进驱动器SR8-Plus
价格：  ****
型号：  SR8-Plus
""
Orientalmotor: CRD 5相步进电机驱动器
价格：  ****
型号：  CRD系列
""
DELTA:15kw 标准型
价格：  ****
型号：  ASD-A2-1F23-L
""
AMC：直流模拟量驱动器（车载式）AB系列
价格：  ****
型号：  AB系列
""
AMC：直流模拟量驱动器（宽温）AZXBDC系列
价格：  ****
型号：  AZXBDC系列
""
AMC：直流数字式驱动器（嵌入式）DZRALTE系列
价格：  ****
型号：  DZRALTE-020L200
""
Allmotion：2相步进电机驱动器
价格：  ****
型号：  EZINCH 2 Amp
""
Allmotion：2相步进电机驱动器
价格：  ****
型号：  EZINCH




























































































Unnamed: 0
""
Glentek：无刷伺服电机 GMB2000系列
价格：  ****
""
Glentek：无刷伺服电机 GMB2000系列
价格：  ****
""
Glentek：无刷伺服电机 GMB2000系列
价格：  ****
""
Glentek：无刷伺服电机 GMB2000系列
价格：  ****
""
Glentek：无刷伺服电机 GMB2000系列
价格：  ****
""
Moons：高精度2相步进电机.MS14HA系列
价格：  ****
""
Moons：高精度2相步进电机.MS23HA系列
价格：  ****
""
Moons： 力矩增强型2相步进电机.PL23HS系列
价格：  ****
""
Moons： 大力矩2相步进电机.MS17HD系列
价格：  ****
""
DELTA：1KW 带键槽带中心螺纹孔 油封-伺服电机
价格：  ****






























































Unnamed: 0
""
BECKHOFF：不锈钢线性执行器AA1821
价格：  ****
""
BECKHOFF：线性执行器AA1121
价格：  ****
""
Faulhaber：线性执行器
价格：  ****
""
Faulhaber：线性执行器
价格：  ****
""
H2W：直流音圈线性执行器 - NCC01-04-001-1X
价格：  ****
""
H2W：非通信直流音圈线性执行器 - NCC01-07-001-1R
价格：  ****
""
H2W：非通信直流音圈线性执行器 - NCC01-09-001-1NH
价格：  ****
""
H2W：非通信直流音圈线性执行器 - NCC02-13-010-1MR
价格：  ****
""
H2W：非通信直流音圈线性执行器 - NCC03-07-001-1V
价格：  ****
""
H2W：非通用直流音圈线性执行器 - NCC01-09-001-1S
价格：  ****




























































